=== A1_数量表 ===
Full SKU,总销量,总取消数,总退货数(无平台介入),总退货数(平台介入),总退货数(平台强制退款),强制退货(仅退款),净销售
NU1C1E46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-1.31%,N/A,-4.15%,0.08%,N/A,N/A,N/A,N/A,N/A,-0.52%,-1.36%
NU1C1E46C.20+NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New
NU1C1E46C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-7.53%,N/A,22.49%,-2.25%,N/A,N/A,N/A,N/A,N/A,5.38%,-1.33%
NU1C1E46C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-3.76%,N/A,29.27%,-1.94%,N/A,N/A,N/A,N/A,N/A,-4.03%,-7.20%
NU1C1E46K.16+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-4.97%,N/A,-23.80%,-1.14%,N/A,N/A,N/A,N/A,N/A,-32.91%,-21.83%
NU1C1E46K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,2.54%,N/A,6.03%,-1.79%,N/A,N/A,N/A,N/A,100.00%,-14.05%,-19.72%
NU1C1E46K.20+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-4.22%,N/A,10.24%,-0.96%,N/A,N/A,N/A,N/A,N/A,11.69%,-0.56%
NU1C1E46K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-0.48%,N/A,-1.67%,1.53%,N/A,N/A,N/A,N/A,100.00%,25.33%,272.22%
NU1C1E46K.28+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-11.90%,N/A,-10.26%,-0.41%,N/A,N/A,N/A,N/A,N/A,-15.94%,-22.68%
NU1C1E46K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,3.77%,N/A,53.55%,-7.11%,N/A,N/A,N/A,N/A,N/A,-73.34%,-52.58%
NU1C1H36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-0.35%,N/A,-6.69%,0.01%,N/A,N/A,N/A,N/A,100.00%,-8.97%,-8.66%
NU1C1H36C.23+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,3.39%,N/A,-38.09%,3.56%,N/A,N/A,N/A,N/A,N/A,-1.82%,1.24%
NU1C1H36C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,9.91%,N/A,-0.37%,-1.69%,N/A,N/A,N/A,N/A,N/A,-6.37%,-2.49%
NU1C1H36K.16+NU1C9H36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,1.66%,N/A,-27.14%,2.46%,N/A,N/A,N/A,N/A,N/A,9.96%,11.54%
NU1C1H36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,1.44%,N/A,11.31%,-0.36%,N/A,N/A,N/A,N/A,N/A,4.52%,12.96%
NU1C1H36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New
NU1C1H46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-2.18%,N/A,-10.91%,1.18%,N/A,N/A,N/A,N/A,N/A,21.89%,211.81%
NU1C1H46C.23+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.00%,N/A,-24.24%,1.58%,N/A,N/A,N/A,N/A,N/A,-19.55%,-28.92%
NU1C1H46C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-3.04%,N/A,-9.73%,0.40%,N/A,N/A,N/A,N/A,N/A,-0.97%,-8.68%
NU1C1H46K.16+NU1C9H46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New
NU1C1H46K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.25%,N/A,-4.62%,0.28%,N/A,N/A,N/A,N/A,N/A,-77.56%,-49.69%
NU1C1J36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,1.37%,N/A,-16.44%,-0.90%,N/A,N/A,N/A,N/A,N/A,20.79%,23.28%
NU1C8E51C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-0.38%,N/A,-51.56%,3.57%,N/A,N/A,N/A,N/A,N/A,48.27%,117.47%
NU1C8E51C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-7.74%,N/A,-1.60%,-0.78%,N/A,N/A,N/A,N/A,N/A,-17.27%,-24.74%
NU1C8E51C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.21%,N/A,4.45%,-0.25%,N/A,N/A,N/A,N/A,N/A,1.81%,1.76%
NU1C8E51K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,1.88%,N/A,1.40%,0.18%,N/A,N/A,N/A,N/A,100.00%,6.44%,20.96%
NU1C8E51K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-4.73%,N/A,-34.07%,4.55%,N/A,N/A,N/A,N/A,N/A,21.86%,22.97%
NU1C8E51K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-8.81%,N/A,-11.46%,3.74%,N/A,N/A,N/A,N/A,N/A,23.38%,12.78%
NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,4.58%,N/A,2.56%,-2.94%,N/A,N/A,N/A,N/A,47.54%,-10.68%,-4.27%
NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.29%,N/A,9.84%,-0.71%,N/A,N/A,N/A,N/A,N/A,-2.78%,-2.18%
NU1C9E46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-8.50%,N/A,-4.37%,3.16%,N/A,N/A,N/A,N/A,100.00%,8.99%,6.45%
NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-2.95%,-100.00%,-10.94%,1.63%,N/A,N/A,N/A,N/A,100.00%,4.59%,1.13%
NU1C9H36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New
NU1C9H36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New
NU1C9H46C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.00%,N/A,-9.93%,2.64%,N/A,N/A,N/A,N/A,N/A,0.42%,1.15%
NU1C9H46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,5.53%,N/A,-18.50%,-6.16%,N/A,N/A,N/A,N/A,N/A,-74.57%,-32.20%
NU1P1A22Z.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New
NU1P1A22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.00%,N/A,30.51%,-1.67%,N/A,N/A,N/A,N/A,N/A,29.12%,123.73%
NU1P1A22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,2.91%,N/A,-13.84%,1.63%,N/A,N/A,N/A,N/A,N/A,14.41%,301.17%
NU1P1B22Z.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.41%,N/A,12.30%,-0.57%,N/A,N/A,N/A,N/A,N/A,21.47%,1914.04%
NU1P1B22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-0.78%,N/A,-10.40%,1.40%,N/A,N/A,N/A,N/A,100.00%,15.85%,79.56%
NU1P1B22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-0.10%,N/A,-10.42%,0.53%,N/A,N/A,N/A,N/A,N/A,-35.55%,-44.16%
NU1P1E22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,2.40%,N/A,5.86%,-0.15%,N/A,N/A,N/A,N/A,100.00%,12.74%,75.53%
NU1P1E22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-4.10%,N/A,-5.04%,0.83%,N/A,N/A,N/A,N/A,N/A,2.81%,2.74%
NU1P1E22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-1.08%,N/A,-0.83%,-0.09%,N/A,N/A,N/A,N/A,N/A,29.41%,71.20%
NU1P1H22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-0.15%,N/A,3.93%,0.54%,N/A,N/A,N/A,N/A,N/A,-9.19%,-11.03%
NU1P1H22Z.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.00%,N/A,33.93%,-1.84%,N/A,N/A,N/A,N/A,N/A,4.40%,19.37%
NU1P1H22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,0.14%,N/A,108.26%,-2.80%,N/A,N/A,N/A,N/A,N/A,-10.42%,-21.74%
NU1P1J22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New,New
NU1P1K22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-0.11%,N/A,-7.94%,0.46%,N/A,N/A,N/A,N/A,N/A,19.48%,45.39%
NU1P1K22K.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-0.02%,N/A,5.53%,-2.61%,N/A,N/A,N/A,N/A,N/A,-31.43%,-42.43%
S2B15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,7.34%,N/A,-51.81%,-1.42%,N/A,N/A,N/A,N/A,100.00%,-13.31%,-0.16%
S2D15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,-4.83%,N/A,-5.82%,-1.17%,N/A,N/A,N/A,N/A,100.00%,-33.53%,-9.72%
S2D15E45K.20+NU1C8E51K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,12.68%,N/A,-46.66%,1.22%,N/A,N/A,N/A,N/A,N/A,-26.49%,2.07%
S2E15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,0.00%,N/A,N/A,N/A,N/A,N/A,0.00%,3.75%,N/A,-12.27%,-0.48%,N/A,N/A,N/A,N/A,N/A,-27.64%,-7.26%


=== C1_智能诊断表 (AI Diagnostics) ===
Full SKU,诊断标签,运营建议,销量,收入,利润,利润率,退货率,环比增长
5120H669E20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,9,822.08,390.34,47.5%,10.0%,142.5%
5450H671B20.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,趋势向好: 可加大库存储备。,6,552.13,280.22,50.8%,0.0%,50.0%
NU1C1H36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,47,968.54,302.09,31.2%,0.0%,65.5%
NU1C1A36K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [DECLINING] 热度下滑,维持现状,3,62.98,22.09,35.1%,0.0%,-50.0%
NE3C2E48C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,13,376.49,124.79,33.1%,0.0%,11.1%
5112SH666T30.4+BE2B4E60K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [DECLINING] 热度下滑,维持现状,2,248.98,148.73,59.7%,0.0%,-33.3%
5112SH666T15.2+BE2B4E45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[GOLDEN] 黄金组合 | [HIGH-MARGIN] 高毛利 | [RISK] 连坐风险,策略成功: 捆绑销售成功提升了客单价(AOV)与利润。 严重警告: 退货率过高，排查Combo中是否存在低质量子SKU。,15,839.53,435.75,51.9%,12.5%,-13.0%
NE1C9E40C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [HIGH-MARGIN] 高毛利,走量工具: 通过低价打包抢占市场份额。,10,272.91,119.88,43.9%,0.0%,-23.1%
NU1C1B36C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,94,1902.07,641.13,33.7%,0.0%,-6.9%
NE3C3B48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,趋势向好: 可加大库存储备。,2,53.59,22.43,41.9%,0.0%,100.0%
NE3C2E48K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,21,644.87,193.16,30.0%,4.2%,47.6%
BE2B4E55K.5+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,趋势向好: 可加大库存储备。,1,10.0,6.85,68.5%,0.0%,100.0%
NU1P1E22Z.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,11,199.39,63.03,31.6%,0.0%,22.2%
NE3C3B37C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,95,1911.26,552.26,28.9%,0.0%,18.2%
BU1B4E28K.16+BU1B9E28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利,维持现状,7,319.92,174.53,54.6%,0.0%,-6.2%
NE1C2E40K.16+NE1C9E40K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [HIGH-MARGIN] 高毛利,走量工具: 通过低价打包抢占市场份额。,34,1408.73,604.18,42.9%,2.9%,14.1%
5102SH571T15.2+BE2B4E45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利,维持现状,2,107.5,56.87,52.9%,0.0%,0.0%
5102SH571T20.2+BE2B4E50K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,趋势向好: 可加大库存储备。,2,125.74,75.23,59.8%,0.0%,185.7%
NU1C1A36K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,21,443.78,114.91,25.9%,4.5%,44.7%
6550H951E32.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [DECLINING] 热度下滑,维持现状,2,162.75,46.87,28.8%,0.0%,-92.7%
NE1C2E40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,28,756.85,240.58,31.8%,3.4%,-26.6%
NU1C1E46C.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [RISING] 热度上升,趋势向好: 可加大库存储备。,4,87.96,29.68,33.7%,0.0%,48.1%
5112SH666T15.4+BE2B4E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [DECLINING] 热度下滑,维持现状,2,193.78,116.04,59.9%,0.0%,-80.2%
BU1B9D28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISK] 连坐风险,严重警告: 退货率过高，排查Combo中是否存在低质量子SKU。,6,176.15,89.19,50.6%,12.5%,-25.6%
NE3C3B37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,35,691.16,148.49,21.5%,0.0%,-16.7%
NU1P1H22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,32,517.3,150.83,29.2%,0.0%,106.5%
S2E15E45K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[GOLDEN] 黄金组合 | [HIGH-MARGIN] 高毛利,策略成功: 捆绑销售成功提升了客单价(AOV)与利润。,19,773.27,401.99,52.0%,4.8%,23.1%
NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [HIGH-MARGIN] 高毛利 | [DECLINING] 热度下滑,走量工具: 通过低价打包抢占市场份额。,76,1633.45,740.05,45.3%,2.4%,-35.9%
NU1C8E51K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,28,647.39,140.98,21.8%,0.0%,47.4%
NU1C1B36K.16+NU1C9B36K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [HIGH-MARGIN] 高毛利,走量工具: 通过低价打包抢占市场份额。,40,1193.87,486.31,40.7%,0.0%,10.8%
NE1C2E45K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,26,711.56,162.38,22.8%,3.7%,14.1%
BU1B4E28K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,趋势向好: 可加大库存储备。,9,265.78,107.42,40.4%,0.0%,40.6%
NU1C1H46C.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,17,356.07,53.86,15.1%,0.0%,0.0%
8180-8170E51.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合,维持现状,1,142.59,56.75,39.8%,0.0%,0.0%
BU1B4A28K.16+BU1B9A28K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [DECLINING] 热度下滑,维持现状,2,81.49,47.15,57.9%,0.0%,-50.0%
NE3C3A37K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合,维持现状,5,98.15,21.81,22.2%,0.0%,-28.6%
NU1P1B22Z.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包,走量工具: 通过低价打包抢占市场份额。,28,440.22,99.1,22.5%,0.0%,13.4%
5102SH571T12.2+BE2B4E40K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [DECLINING] 热度下滑,维持现状,1,43.0,25.49,59.3%,0.0%,-50.0%
NE3C9A37C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利,维持现状,9,192.32,82.16,42.7%,0.0%,16.9%
5112SH666T20.4+BE2B4E50K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,趋势向好: 可加大库存储备。,8,900.26,501.89,55.7%,0.0%,135.3%
NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,32,653.59,251.96,38.6%,0.0%,51.7%
NE1C3B40K.24+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [RISING] 热度上升,趋势向好: 可加大库存储备。,6,193.13,65.97,34.2%,0.0%,62.2%
NE1C2E40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,28,745.75,219.26,29.4%,0.0%,78.1%
NU1C1B36C.16+NU1C9B36C.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [HIGH-MARGIN] 高毛利 | [DECLINING] 热度下滑,走量工具: 通过低价打包抢占市场份额。,12,370.63,166.55,44.9%,0.0%,-57.7%
NU1P1B22Z.16+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [RISING] 热度上升,趋势向好: 可加大库存储备。,5,76.95,11.84,15.4%,0.0%,66.7%
5120SH741T30.2+BU1B4D60K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [DECLINING] 热度下滑,维持现状,4,340.35,188.29,55.3%,0.0%,-42.9%
5120SH741T15.2+BU1B4D45K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,趋势向好: 可加大库存储备。,8,412.08,198.4,48.1%,0.0%,33.3%
6550-6550B38.4+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [DECLINING] 热度下滑,维持现状,2,161.79,49.83,30.8%,0.0%,-71.4%
5500/5550-5450B32.4+NU1P1K22K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [RISING] 热度上升,趋势向好: 可加大库存储备。,4,305.05,84.71,27.8%,0.0%,135.3%
5120H641E20.2+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利 | [RISING] 热度上升,趋势向好: 可加大库存储备。,7,277.61,120.76,43.5%,0.0%,600.0%
NE3C2E48C.32+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [DECLINING] 热度下滑,维持现状,7,205.18,30.18,14.7%,0.0%,-51.4%
5120SH741T25.2+BU1B4D55K.10+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [HIGH-MARGIN] 高毛利,维持现状,5,335.75,183.73,54.7%,0.0%,-28.6%
BU1B4B40K.20+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[AVERAGE] 普通组合 | [RISING] 热度上升,趋势向好: 可加大库存储备。,4,136.82,54.36,39.7%,0.0%,471.4%
NU1C1E46K.16+NU1C9E46K.1+0.0+0.0+0.0+0.0+0.0+0.0+0.0+0.0,[TRAFFIC-BUNDLE] 引流包 | [RISING] 热度上升,走量工具: 通过低价打包抢占市场份额。 趋势向好: 可加大库存储备。,13,403.18,123.65,30.7%,7.1%,174.0%
